username,count,qid
SpesBona,1,Q7868
Kostas20142,1,Q7868
E.coli,1,Q7868
Siam2019,1,Q7868
Sintakso,1,Q7868
Teaktl17,1,Q7868
Badger M.,1,Q7868
Minorax,1,Q7868
202.55.188.45,1,Q7868
2607:FB90:48E6:5476:68D0:BFF7:F620:BDA3,1,Q7868
220.76.91.120,1,Q7868
Frahbil,1,Q7868
D'AroemenenZullenNiVergaan,1,Q7868
Jeblad,1,Q7868
Ralffralff,1,Q7868
SámiTranslator,1,Q7868
Salim Khandoker,1,Q7868
89.210.241.224,1,Q7868
Silvonen,1,Q7868
AnToni,1,Q7868
2A01:C50F:8BA3:5A00:64A9:A900:1070:837B,1,Q7868
AlperTeo,1,Q7868
109.122.122.229,1,Q7868
দিব্য দত্ত,1,Q7868
Ionenlaser,1,Q7868
Sixsi6ma,1,Q7868
Hoo Bot,1,Q7868
2409:4064:230E:23D8:A380:74A:8B8:65D6,1,Q7868
122.90.92.62,1,Q7868
هۆگر صڵاح,1,Q7868
Dominic,1,Q7868
200.113.248.88,1,Q7868
مھتاب احمد سنڌي,1,Q7868
Megan.mariela,1,Q7868
208.91.99.110,1,Q7868
F705i,1,Q7868
Xwedêda,1,Q7868
Matiia,1,Q7868
2409:4064:4E19:8E01:68CF:D23B:A57D:40BF,1,Q7868
Cewbot,1,Q7868
Ykhwong,1,Q7868
Emijrpbot,1,Q7868
Anonymos 2018,1,Q7868
FMM-1992,1,Q7868
Qllach,1,Q7868
122.90.102.251,1,Q7868
Do not follow,1,Q7868
ValterVB,1,Q7868
Lakhpaal,1,Q7868
2409:4063:2183:842E:0:0:1CB0:A8A1,1,Q7868
Hasley,1,Q7868
Pasleim,1,Q7868
Semso98,1,Q7868
Cedric31,1,Q7868
157.49.226.142,1,Q7868
Erikwhe,1,Q7868
Bluemask,1,Q7868
Rezabot,1,Q7868
2A02:C7D:E2BA:1F00:1089:C60:C06A:A051,1,Q7868
Esslet,1,Q7868
Máté,1,Q7868
ArenaL5,1,Q7868
209.166.70.143,1,Q7868
Renamed user 2852354788,1,Q7868
Krassotkin,1,Q7868
41.115.2.87,1,Q7868
Andi d,1,Q7868
Julián L. Páez,1,Q7868
Krish Dulal,1,Q7868
CreagNamBathais,1,Q7868
Nnpp20021,1,Q7868
14.139.128.14,1,Q7868
Mokhtar30031293,1,Q7868
Avocato,1,Q7868
Nk,1,Q7868
Wurgl,1,Q7868
86.120.232.1,1,Q7868
Bjankuloski06,1,Q7868
2607:FEA8:A520:150A:CCC0:1CC3:EA6B:1334,1,Q7868
Orbwiki107,1,Q7868
SmangaMbongwa,1,Q7868
Geogast,1,Q7868
188.122.120.196,1,Q7868
Iste Praetor,1,Q7868
Dr Zimbu,1,Q7868
タケナカ,1,Q7868
Kolurpen,1,Q7868
2405:204:6429:CB20:F870:8CC6:47D4:8E9B,1,Q7868
ديفيد عادل وهبة خليل 2,1,Q7868
190.191.19.21,1,Q7868
Mxn,1,Q7868
Ériugena,1,Q7868
Geagea,1,Q7868
Mafcadio,1,Q7868
Housing building,1,Q7868
Kevin Scannell,1,Q7868
Alfonso Márquez,1,Q7868
Hazard-SJ,1,Q7868
130.251.101.201,1,Q7868
Lmalena,1,Q7868
Neuraxıs,1,Q7868
Bekbolsun official,1,Q7868
GreenMeansGo,1,Q7868
Joshbaumgartner,1,Q7868
DanGFSouza,1,Q7868
103.255.6.95,1,Q7868
Singhalawap,1,Q7868
प्रथमेश ताम्हाणे,1,Q7868
Илиев2010,1,Q7868
120.29.118.194,1,Q7868
WikiBayer,1,Q7868
Elvonudinium,1,Q7868
Satirdan kahraman,1,Q7868
Bovlb,1,Q7868
Smaug the Golden,1,Q7868
27.62.73.116,1,Q7868
97.105.191.130,1,Q7868
Xiplus,1,Q7868
そらみみ,1,Q7868
SM7,1,Q7868
Сайд-Магомед Ханский,1,Q7868
109.79.241.61,1,Q7868
Mr. Ibrahem,1,Q7868
JotaCartas,1,Q7868
223.24.94.30,1,Q7868
79.177.34.145,1,Q7868
NtkPrague,1,Q7868
102.89.0.49,1,Q7868
MS Sakib,1,Q7868
Mahmudul hasan topu,1,Q7868
Puppe100,1,Q7868
CalakBot,1,Q7868
2A02:8109:B5C0:5002:F9BD:1467:7A21:8046,1,Q7868
C3r4,1,Q7868
2409:4061:2E8E:728B:98C6:1B21:8BA8:6FD3,1,Q7868
Fed4ev,1,Q7868
Aefgh3962,1,Q7868
146.241.39.132,1,Q7868
117.230.128.103,1,Q7868
Pru.mitchell,1,Q7868
99of9,1,Q7868
Регион102,1,Q7868
Ahmad252,1,Q7868
Mippzon,1,Q7868
Abuluntu,1,Q7868
GerardM,1,Q7868
Darth Kourosh,1,Q7868
Ellodanis5,1,Q7868
39.46.118.13,1,Q7868
Arpad Váldazs,1,Q7868
Santur861,1,Q7868
Liar game 999,1,Q7868
Edge Jobs,1,Q7868
86.99.93.205,1,Q7868
27.62.145.13,1,Q7868
Ajraddatz,1,Q7868
Adam-Yourist,1,Q7868
Sciking,1,Q7868
213.57.70.144,1,Q7868
Gstupp,1,Q7868
Dumbassman,1,Q7868
112.198.75.150,1,Q7868
Lilylunapotteroficial,1,Q7868
151.55.90.103,1,Q7868
Anass Sedrati,1,Q7868
NMaia,1,Q7868
WikedKentaur,1,Q7868
Athikhun.suw,2,Q56811854
Pasleim,1,Q56811854
TiagoLubiana,1,Q56811854
Charles Matthews,6,Q66004840
Ske,2,Q66004840
TiagoLubiana,1,Q66004840
Daniel Mietchen,1,Q66004840
Mullanur,1,Q66004840
TiagoLubiana,7,Q66429531
Jvcavv,2,Q66429531
SR5,6,Q66562846
TiagoLubiana,5,Q66562846
KrBot,1,Q66562846
SR5,6,Q66562847
TiagoLubiana,5,Q66562847
SR5,6,Q66568500
TiagoLubiana,4,Q66568500
SR5,6,Q66589638
TiagoLubiana,2,Q66589638
SR5,6,Q66589887
TiagoLubiana,3,Q66589887
SR5,6,Q66590269
TiagoLubiana,5,Q66590269
Vojtěch Dostál,3,Q66590269
Simon Villeneuve,1,Q66590269
SR5,6,Q66590381
TiagoLubiana,5,Q66590381
SR5,6,Q66590550
TiagoLubiana,2,Q66590550
Netha Hussain,1,Q66590550
Biyolojiyabikurdi,1,Q66590550
SR5,6,Q66591215
TiagoLubiana,4,Q66591215
Nickpolk,1,Q66591215
SR5,6,Q66591218
TiagoLubiana,4,Q66591218
SR5,6,Q66591224
TiagoLubiana,5,Q66591224
SR5,6,Q66592467
TiagoLubiana,3,Q66592467
SR5,6,Q66592657
TiagoLubiana,4,Q66592657
SR5,6,Q66592781
TiagoLubiana,3,Q66592781
Biyolojiyabikurdi,2,Q66592781
Charles Matthews,5,Q70069716
TiagoLubiana,2,Q70069716
Jvcavv,2,Q70069716
Charles Matthews,3,Q70071943
TiagoLubiana,2,Q70071943
Jvcavv,2,Q70071943
Charles Matthews,3,Q70075162
Jvcavv,2,Q70075162
TiagoLubiana,1,Q70075162
Charles Matthews,3,Q70076396
Jvcavv,2,Q70076396
TiagoLubiana,1,Q70076396
TiagoLubiana,3,Q70079710
Charles Matthews,2,Q70079710
Charles Matthews,3,Q70199454
TiagoLubiana,1,Q70199454
Charles Matthews,5,Q70203713
TiagoLubiana,3,Q70203713
Charles Matthews,9,Q70206355
TiagoLubiana,1,Q70206355
TiagoLubiana,4,Q70219504
Charles Matthews,2,Q70219504
Vojtěch Dostál,1,Q70219504
Mike Peel,1,Q70219504
Charles Matthews,3,Q70303286
TiagoLubiana,1,Q70303286
TiagoLubiana,5,Q71300510
KrBot,1,Q71300510
Jvcavv,1,Q71300510
TiagoLubiana,5,Q75402508
Silesianus,3,Q75402508
Daniel Mietchen,2,Q75402508
Blackpeartree,2,Q97466033
TiagoLubiana,1,Q97466033
SCIdude,3,Q98872047
TiagoLubiana,1,Q98872047
TiagoLubiana,9,Q101003525
TiagoLubiana,4,Q101062506
TiagoLubiana,4,Q101062526
TiagoLubiana,3,Q101062531
TiagoLubiana,2,Q101062580
Daniel Mietchen,1,Q101062580
TiagoLubiana,5,Q101062671
TiagoLubiana,5,Q101062678
TiagoLubiana,4,Q104514674
TiagoLubiana,3,Q104519293
TiagoLubiana,4,Q104519398
TiagoLubiana,2,Q104519503
TiagoLubiana,5,Q104524156
TiagoLubiana,3,Q104525730
TiagoLubiana,4,Q104529381
TiagoLubiana,5,Q104529424
TiagoLubiana,3,Q104536131
TiagoLubiana,3,Q104539114
TiagoLubiana,4,Q104623141
TiagoLubiana,3,Q104636085
TiagoLubiana,3,Q104695587
TiagoLubiana,3,Q104695607
TiagoLubiana,5,Q104746126
TiagoLubiana,4,Q104777709
TiagoLubiana,3,Q104807928
TiagoLubiana,3,Q104836870
TiagoLubiana,4,Q104895272
TiagoLubiana,10,Q104967470
TiagoLubiana,7,Q105321381
TiagoLubiana,2,Q105495583
TiagoLubiana,2,Q105495647
TiagoLubiana,3,Q105745873
TiagoLubiana,4,Q106111545
TiagoLubiana,4,Q106161481
TiagoLubiana,5,Q106171722
TiagoLubiana,3,Q106205918
TiagoLubiana,3,Q106205997
TiagoLubiana,3,Q106235432
TiagoLubiana,4,Q106303558
TiagoLubiana,5,Q106303635
TiagoLubiana,4,Q106303691
TiagoLubiana,5,Q106307499
TiagoLubiana,3,Q106369427
Daniel Mietchen,1,Q106369427
TiagoLubiana,3,Q106395109
TiagoLubiana,4,Q106395149
TiagoLubiana,3,Q106395156
TiagoLubiana,5,Q106407824
JAnDbot,1,Q106407824
Lockalbot,1,Q106407824
TiagoLubiana,1,Q106410738
TiagoLubiana,5,Q106413794
TiagoLubiana,4,Q106413834
Daniel Mietchen,1,Q106413834
TiagoLubiana,3,Q106443855
TiagoLubiana,3,Q106517991
TiagoLubiana,3,Q106519852
TiagoLubiana,4,Q106534658
TiagoLubiana,5,Q106651257
TiagoLubiana,5,Q106763137
TiagoLubiana,4,Q106787326
TiagoLubiana,4,Q106787336
TiagoLubiana,4,Q106787347
TiagoLubiana,4,Q106787358
TiagoLubiana,4,Q106787362
TiagoLubiana,5,Q106864851
KrBot,1,Q106864851
TiagoLubiana,4,Q106864886
TiagoLubiana,3,Q106978293
TiagoLubiana,6,Q107102906
TiagoLubiana,1,Q107297654
TiagoLubiana,1,Q107297677
TiagoLubiana,2,Q107297678
TiagoLubiana,3,Q107333453
TiagoLubiana,3,Q107340429
MatSuBot,7,Q17145
Mkbergman,4,Q17145
Dexbot,4,Q17145
Robin van der Vliet,4,Q17145
Galilite,4,Q17145
This is also Sven Manguard,3,Q17145
Zuphilip,3,Q17145
AGbot,3,Q17145
Soniacourge,3,Q17145
203.144.90.66,2,Q17145
Kopiersperre,2,Q17145
Jeanloujustine,2,Q17145
Jared Preston,2,Q17145
71.192.177.159,2,Q17145
Bovlb,2,Q17145
Legobot,2,Q17145
196.80.58.228,2,Q17145
KLBot2,2,Q17145
Jaijal,2,Q17145
Botcrux,2,Q17145
AkkakkBot,2,Q17145
Fractaler,2,Q17145
KrBot,2,Q17145
AmaryllisGardener,2,Q17145
Doğru Tercüman,2,Q17145
TiagoLubiana,2,Q17145
Gumruch,2,Q17145
Haoreima,2,Q17145
Wurstbruch,2,Q17145
Uncitoyen,2,Q17145
MisstressD,2,Q17145
Inert5b,2,Q17145
LadyInGrey,2,Q17145
Seendgay,2,Q17145
Bidyutdas12,1,Q17145
Elhuyar Fundazioa bot,1,Q17145
Kevin Scannell,1,Q17145
علاء,1,Q17145
Cliverbot,1,Q17145
Lavallen,1,Q17145
2001:EE0:4041:D0B9:C18E:87B2:68CA:A924,1,Q17145
Kipala,1,Q17145
MsynBot,1,Q17145
41.114.105.195,1,Q17145
ValterVB,1,Q17145
DanGFSouza,1,Q17145
Apokats,1,Q17145
171.7.152.150,1,Q17145
2A02:C7D:2660:2F00:1875:16C4:25EB:41CD,1,Q17145
Abdeaitali,1,Q17145
Arr4,1,Q17145
188.245.21.4,1,Q17145
Just Some Wikipedian,1,Q17145
BotMultichill,1,Q17145
Mnb9940,1,Q17145
Helmoony,1,Q17145
Mostafamirchouli,1,Q17145
Pi bot,1,Q17145
RG72,1,Q17145
Pigsonthewing,1,Q17145
Wiki13,1,Q17145
Philane46,1,Q17145
117.217.225.187,1,Q17145
Jagseer S Sidhu,1,Q17145
Mapenite,1,Q17145
Matěj Suchánek,1,Q17145
Ladsgroup,1,Q17145
Udaya274,1,Q17145
Matou91,1,Q17145
Freshman404,1,Q17145
Hussainali354,1,Q17145
عثمان منصور انصاري,1,Q17145
Cgboeree,1,Q17145
Pacostein,1,Q17145
Pseudacorus,1,Q17145
196.195.248.16,1,Q17145
HakanIST,1,Q17145
Marcol-it,1,Q17145
Epìdosis,1,Q17145
**Romina**,1,Q17145
EmausBot,1,Q17145
Vahid Məmmədov,1,Q17145
Biyolojiyabikurdi,1,Q17145
Rippitippi,1,Q17145
59.92.143.42,1,Q17145
49.124.220.219,1,Q17145
Calak,1,Q17145
68.44.50.124,1,Q17145
Nikola Tulechki,1,Q17145
Omshivaprakash,1,Q17145
Ala Ef,1,Q17145
Ymblanter,1,Q17145
Amir Hamzah 2008,1,Q17145
MistressData,1,Q17145
Luizpuodzius,1,Q17145
92.10.224.67,1,Q17145
99of9,1,Q17145
Ghaly,1,Q17145
Jkadavoor,1,Q17145
Vikiturta,1,Q17145
Dexbot,8,Q107647
MatSuBot,7,Q107647
Botcrux,7,Q107647
Biyolojiyabikurdi,6,Q107647
DanmicholoBot,5,Q107647
Heron,5,Q107647
Charles Matthews,5,Q107647
IngeniousBot,4,Q107647
Yamanosora,4,Q107647
Doğru Tercüman,3,Q107647
Mkbergman,3,Q107647
BotMultichill,2,Q107647
Chaoborus,2,Q107647
Belomaad,2,Q107647
Шкурба Андрій Вікторович,2,Q107647
Spinster,2,Q107647
AkkakkBot,2,Q107647
Geraki,2,Q107647
SamoaBot,2,Q107647
Kaguya-Taketori,2,Q107647
Legobot,2,Q107647
Ramjchandran,1,Q107647
Sakib Hasan Simanto,1,Q107647
Rezabot,1,Q107647
Procuratorac,1,Q107647
SR5,1,Q107647
MsynBot,1,Q107647
Dmtrs32,1,Q107647
Serchia,1,Q107647
JotaCartas,1,Q107647
Voskanyan,1,Q107647
BoulaurBot,1,Q107647
ديفيد عادل وهبة خليل 2,1,Q107647
TiagoLubiana,1,Q107647
Minina,1,Q107647
Escarbot,1,Q107647
Виталий Болбас,1,Q107647
MuanN,1,Q107647
EmausBot,1,Q107647
გიო ოქრო,1,Q107647
74.177.140.57,1,Q107647
Elhuyar Fundazioa bot,1,Q107647
Reinheitsgebot,1,Q107647
Tinker Bell,1,Q107647
BotNinja,1,Q107647
DeltaBot,1,Q107647
2A02:587:1E0D:29B2:FD61:3ADB:9261:D88C,1,Q107647
MathKnight,1,Q107647
Glycong,1,Q107647
79.53.81.225,1,Q107647
CBNWGBB,1,Q107647
Zhenqinli,1,Q107647
Liamjamesperritt,1,Q107647
Alex Byte,1,Q107647
Dcirovic,1,Q107647
Simon Villeneuve,1,Q107647
Bedinek,1,Q107647
Epìdosis,1,Q107647
Nikola Tulechki,1,Q107647
61.219.216.137,1,Q107647
Romancer~dewiki,1,Q107647
Dominic,1,Q107647
NtkPrague,1,Q107647
Zaheen,1,Q107647
Choboty,1,Q107647
Kevin Scannell,1,Q107647
Fraxinus,1,Q107647
Xosé,1,Q107647
MerlIwBot,1,Q107647
Raamaturott,1,Q107647
Kaakkuri86,1,Q107647
WuuArticleGenerator,1,Q107647
Castell,1,Q107647
Levon Asatryan,1,Q107647
SHOTHA,1,Q107647
CamelCaseNick,1,Q107647
Ranveig,1,Q107647
Geagea,1,Q107647
بدارين,1,Q107647
113.161.220.199,1,Q107647
Okkn,10,Q177105
Andreasmperu,9,Q177105
81.39.236.126,8,Q177105
Dexbot,7,Q177105
Charles Matthews,7,Q177105
TiagoLubiana,5,Q177105
Wagino 20100516,5,Q177105
Biyolojiyabikurdi,5,Q177105
DanmicholoBot,4,Q177105
MatSuBot,4,Q177105
SR5,4,Q177105
Botcrux,4,Q177105
71.220.13.185,3,Q177105
Yerpo,3,Q177105
Legobot,3,Q177105
Drahtloser,3,Q177105
PLbot,3,Q177105
Nickpolk,3,Q177105
Asierog,3,Q177105
Ske,3,Q177105
Boulaur,3,Q177105
88.22.120.41,2,Q177105
Mkbergman,2,Q177105
Modeum,2,Q177105
Mojtabakd,2,Q177105
Uwe Gille,2,Q177105
Was a bee,2,Q177105
Mxn,2,Q177105
SamoaBot,2,Q177105
Steenthbot,2,Q177105
Turaids,1,Q177105
ChongDae,1,Q177105
Semyonus,1,Q177105
KrBot,1,Q177105
Tsabarn,1,Q177105
Tubezlob,1,Q177105
181.115.143.65,1,Q177105
KLBot2,1,Q177105
Romanm,1,Q177105
Ranveig,1,Q177105
Ammarpad,1,Q177105
Ymblanter,1,Q177105
PKM,1,Q177105
200.104.37.102,1,Q177105
Loïc la Carpe,1,Q177105
Nikola Tulechki,1,Q177105
Hugopako,1,Q177105
Ajraddatz,1,Q177105
RobotMichiel1972,1,Q177105
Renessaince,1,Q177105
KaMan,1,Q177105
DanGFSouza,1,Q177105
Larske,1,Q177105
Burgert Behr,1,Q177105
TextworkerBot,1,Q177105
Lion tiger leopard,1,Q177105
81.39.236.21,1,Q177105
194.239.215.40,1,Q177105
FischBot,1,Q177105
190.102.58.74,1,Q177105
SHOTHA,1,Q177105
Satirdan kahraman,1,Q177105
EmausBot,1,Q177105
Sintakso,1,Q177105
Chlorophonia,1,Q177105
Choboty,1,Q177105
186.56.7.141,1,Q177105
186.119.232.155,1,Q177105
220.128.101.33,1,Q177105
Raamaturott,1,Q177105
5.190.129.140,1,Q177105
Delusion23,1,Q177105
Loh pidr,1,Q177105
Gogolplex,1,Q177105
Fractaler,1,Q177105
JAnDbot,1,Q177105
82.223.103.74,1,Q177105
Rezabot,1,Q177105
AkkakkBot,1,Q177105
Chicusdarius,1,Q177105
Dcirovic,1,Q177105
Osteologia,1,Q177105
Vantty,1,Q177105
Addbot,1,Q177105
Neuraxıs,1,Q177105
Dr. Greywolf,1,Q177105
Reinheitsgebot,1,Q177105
Jaumellecha,1,Q177105
Terraflorin,1,Q177105
Matěj Suchánek,1,Q177105
MsynBot,1,Q177105
Kareyac,1,Q177105
2A01:E35:8B42:2B00:FDBE:82C2:1615:9C8D,1,Q177105
Fnielsen,1,Q177105
179.127.205.45,1,Q177105
Emijrpbot,1,Q177105
Sevela.p,7,Q211709
JAnDbot,7,Q211709
Neuraxıs,6,Q211709
Dexbot,6,Q211709
DanmicholoBot,5,Q211709
46.140.68.178,5,Q211709
IngeniousBot,4,Q211709
Ske,4,Q211709
Charles Matthews,4,Q211709
50.126.125.240,4,Q211709
Andreasmperu,4,Q211709
AGbot,3,Q211709
Legobot,3,Q211709
AmaryllisGardener,3,Q211709
Narek 16,3,Q211709
Horcrux,3,Q211709
Romaine,3,Q211709
Botcrux,3,Q211709
Dominic,2,Q211709
Einstein2,2,Q211709
Steenthbot,2,Q211709
Bibster1,2,Q211709
Larske,2,Q211709
Osmasuominen,2,Q211709
Eru,2,Q211709
Mkbergman,2,Q211709
Reinheitsgebot,2,Q211709
ValterVB,2,Q211709
KaMan,2,Q211709
KLBot2,2,Q211709
Filrus85,2,Q211709
Okkn,2,Q211709
Laddo,2,Q211709
Tofeiku,2,Q211709
MatSuBot,2,Q211709
Emw,2,Q211709
Nikola Tulechki,2,Q211709
83.51.121.136,2,Q211709
192.124.203.12,2,Q211709
Radoslav Ivan,2,Q211709
Ricou31,1,Q211709
MisterSynergy,1,Q211709
AkkakkBot,1,Q211709
Nikosguard,1,Q211709
Emijrpbot,1,Q211709
Yahadzija,1,Q211709
TiagoLubiana,1,Q211709
Kipala,1,Q211709
Cgboeree,1,Q211709
Minina,1,Q211709
Kam Solusar,1,Q211709
SalviBot,1,Q211709
Sk!dbot,1,Q211709
Geagea,1,Q211709
PLbot,1,Q211709
Nokib Sarkar,1,Q211709
P199,1,Q211709
Taomeo,1,Q211709
Canley,1,Q211709
Cliverbot,1,Q211709
VIGNERON,1,Q211709
Maometto97,1,Q211709
Kolja21,1,Q211709
Sunshine567,1,Q211709
Uwe Gille,1,Q211709
Fglffer,1,Q211709
EmausBot,1,Q211709
Nesca123,1,Q211709
Fontan 030,1,Q211709
27.48.197.51,1,Q211709
JotaCartas,1,Q211709
আফতাবুজ্জামান,1,Q211709
PKM,1,Q211709
Fractaler,1,Q211709
Bot Sian EJ,1,Q211709
Moonbeam234,1,Q211709
Lordthe6,1,Q211709
Милан Јелисавчић,1,Q211709
PBot,1,Q211709
Magnus Manske,1,Q211709
Osteologia,1,Q211709
Sadid Muhammad 199,1,Q211709
Addbot,1,Q211709
Kani,1,Q211709
Chlorophonia,1,Q211709
MerlIwBot,1,Q211709
KrBot,1,Q211709
Mr.Ibrahembot,1,Q211709
Mullanur,1,Q211709
Anticop,1,Q211709
Alex Nico,1,Q211709
Renamerr,1,Q211709
Superpes15,1,Q211709
Bjankuloski06,1,Q211709
NikosLikomitros,1,Q211709
Cewbot,9,Q246023
Romaine,5,Q246023
Strobilomyces,4,Q246023
Abián,2,Q246023
KLBot2,2,Q246023
Renvoy,2,Q246023
Eihel,1,Q246023
Pi bot,1,Q246023
Sk!dbot,1,Q246023
Abalg,1,Q246023
MatSuBot,1,Q246023
Bpns,1,Q246023
Lockal,1,Q246023
Egilus,1,Q246023
JotaCartas,1,Q246023
Magnus Manske,1,Q246023
Nikola Tulechki,1,Q246023
EdgarsBot,1,Q246023
TiagoLubiana,1,Q246023
Episcophagus,1,Q246023
Okkn,9,Q281579
Charles Matthews,6,Q281579
Andreasmperu,5,Q281579
Revirvlkodlaku,5,Q281579
Tntchn,4,Q281579
Nikola Tulechki,3,Q281579
RefB (WikiCred),3,Q281579
Renessaince,3,Q281579
Botcrux,3,Q281579
2806:10BE:2:C0BC:E829:F3AA:4637:A23A,2,Q281579
Maxwan,2,Q281579
MatSuBot,2,Q281579
Krzysiek 123456789,2,Q281579
94.127.35.102,2,Q281579
Simon Villeneuve,2,Q281579
KLBot2,2,Q281579
Asierog,2,Q281579
Dipsacus fullonum,2,Q281579
YMS,2,Q281579
Turaids,2,Q281579
177.237.3.198,2,Q281579
Rezabot,2,Q281579
Ykhwong,2,Q281579
Horcrux,2,Q281579
Legobot,2,Q281579
Mkbergman,2,Q281579
Sunshine678,1,Q281579
186.84.90.112,1,Q281579
AkkakkBot,1,Q281579
소언예,1,Q281579
2806:2F0:90C1:D027:8A1:9A8B:1A3F:AFF2,1,Q281579
Chobot,1,Q281579
UA31,1,Q281579
59.93.14.219,1,Q281579
SalviBot,1,Q281579
Reinheitsgebot,1,Q281579
Osteologia,1,Q281579
HitomiAkane,1,Q281579
180.191.20.74,1,Q281579
42.118.213.67,1,Q281579
88.19.255.187,1,Q281579
Jytim,1,Q281579
Ske,1,Q281579
Carlosmg.dg,1,Q281579
Ibrahim Husain Meraj,1,Q281579
